,Summary,Temperature (C),Apparent Temperature (C),Humidity,Pressure (millibars)
78652,Partly Cloudy,8.788888888888888,7.344444444444444,0.93,1023.18
78653,Clear,10.933333333333334,10.933333333333334,0.88,1023.95
78656,Partly Cloudy,17.044444444444444,17.044444444444444,0.52,1025.04
78658,Partly Cloudy,18.86666666666666,18.86666666666666,0.47,1025.42
78661,Partly Cloudy,19.86111111111111,19.86111111111111,0.42,1024.74
78663,Partly Cloudy,17.200000000000003,17.200000000000003,0.59,1025.14
78664,Partly Cloudy,14.1,14.1,0.77,1025.52
78673,Mostly Cloudy,11.57222222222222,11.57222222222222,1.0,1027.85
78674,Mostly Cloudy,11.86111111111111,11.86111111111111,0.96,1027.9
78676,Partly Cloudy,12.416666666666666,12.416666666666666,0.79,1028.28
78686,Partly Cloudy,20.08888888888889,20.08888888888889,0.44,1028.34
78687,Partly Cloudy,17.82222222222222,17.82222222222222,0.6,1028.41
78689,Partly Cloudy,12.411111111111111,12.411111111111111,0.85,1029.01
78690,Partly Cloudy,11.138888888888888,11.138888888888888,0.87,1029.41
78691,Partly Cloudy,9.466666666666663,9.466666666666663,0.93,1029.51
78692,Partly Cloudy,9.294444444444444,9.294444444444444,0.96,1029.79
78696,Partly Cloudy,7.244444444444444,7.244444444444444,0.96,1030.0
78697,Partly Cloudy,6.716666666666669,6.716666666666669,0.96,1029.9
78702,Mostly Cloudy,15.88888888888889,15.88888888888889,0.69,1030.11
78705,Mostly Cloudy,21.088888888888885,21.088888888888885,0.49,1030.27
78706,Mostly Cloudy,21.18333333333333,21.18333333333333,0.41,1029.68
78707,Mostly Cloudy,22.194444444444443,22.194444444444443,0.38,1029.28
78709,Mostly Cloudy,22.266666666666666,22.266666666666666,0.39,1028.35
78710,Partly Cloudy,22.15,22.15,0.42,1027.79
78712,Partly Cloudy,14.1,14.1,0.76,1027.56
78714,Partly Cloudy,10.116666666666667,10.116666666666667,0.86,1027.41
78715,Partly Cloudy,10.0,10.0,0.93,1027.51
78716,Clear,8.788888888888888,8.788888888888888,0.93,1027.5
78717,Overcast,18.294444444444448,18.294444444444448,0.84,1010.61
78718,Overcast,18.75555555555556,18.75555555555556,0.81,1010.51
78720,Mostly Cloudy,17.73888888888889,17.73888888888889,0.84,1010.48
78722,Overcast,17.744444444444444,17.744444444444444,0.85,1009.88
78723,Overcast,17.73888888888889,17.73888888888889,0.84,1010.0
78725,Overcast,19.64444444444445,19.64444444444445,0.72,1010.42
78727,Overcast,23.62777777777778,23.62777777777778,0.55,1010.81
78728,Mostly Cloudy,25.66111111111111,25.66111111111111,0.5,1010.64
78733,Mostly Cloudy,23.061111111111117,23.061111111111117,0.7,1010.61
78735,Overcast,19.111111111111114,19.111111111111114,0.88,1012.09
78736,Overcast,19.061111111111117,19.061111111111117,0.91,1011.39
78738,Overcast,18.966666666666665,18.966666666666665,0.92,1012.7
78739,Overcast,18.916666666666668,18.916666666666668,0.92,1012.71
78740,Overcast,18.827777777777776,18.827777777777776,0.9,1012.71
78741,Clear,8.355555555555554,8.355555555555554,0.93,1027.48
78742,Clear,7.777777777777778,7.777777777777778,0.96,1027.09
78743,Clear,8.872222222222222,8.216666666666665,0.96,1026.71
78744,Clear,7.733333333333334,7.733333333333334,0.96,1026.5
78749,Partly Cloudy,9.844444444444443,9.844444444444443,0.99,1026.36
78750,Partly Cloudy,13.872222222222222,13.872222222222222,0.83,1026.4
78753,Partly Cloudy,21.13333333333334,21.13333333333334,0.49,1025.9
78754,Partly Cloudy,22.24444444444445,22.24444444444445,0.46,1025.5
78756,Mostly Cloudy,22.84444444444445,22.84444444444445,0.41,1024.8
78759,Partly Cloudy,20.0,20.0,0.57,1024.3
78760,Partly Cloudy,15.116666666666667,15.116666666666667,0.83,1024.58
78762,Clear,12.288888888888888,12.288888888888888,0.87,1024.83
78763,Clear,11.71111111111111,11.71111111111111,0.9,1024.91
78764,Clear,10.855555555555554,10.855555555555554,0.93,1025.05
78766,Overcast,19.4,19.4,0.84,1012.61
78767,Overcast,18.850000000000005,18.850000000000005,0.83,1012.59
78768,Mostly Cloudy,18.82222222222222,18.82222222222222,0.78,1012.69
78770,Mostly Cloudy,17.37777777777778,17.37777777777778,0.85,1013.13
78772,Overcast,18.82222222222222,18.82222222222222,0.73,1013.19
78776,Overcast,22.577777777777776,22.577777777777776,0.6,1014.05
78777,Overcast,23.75555555555556,23.75555555555556,0.58,1014.56
78778,Mostly Cloudy,26.977777777777774,27.27777777777777,0.48,1014.1
78780,Overcast,24.916666666666664,24.916666666666664,0.55,1014.75
78784,Mostly Cloudy,20.13888888888889,20.13888888888889,0.83,1014.63
78788,Overcast,19.83333333333333,19.83333333333333,0.83,1015.34
78794,Mostly Cloudy,17.68888888888889,17.68888888888889,0.91,1015.06
78795,Overcast,17.633333333333336,17.633333333333336,0.9,1015.14
78797,Overcast,18.54444444444444,18.54444444444444,0.84,1014.98
78798,Mostly Cloudy,18.84444444444445,18.84444444444445,0.78,1015.07
78804,Overcast,21.21111111111112,21.21111111111112,0.72,1015.0
78806,Overcast,21.072222222222223,21.072222222222223,0.72,1014.15
78809,Overcast,17.849999999999998,17.849999999999998,0.96,1014.56
78811,Overcast,17.294444444444444,17.294444444444444,0.92,1014.07
78812,Overcast,17.294444444444444,17.294444444444444,0.93,1014.5
78814,Overcast,16.666666666666668,16.666666666666668,0.96,1014.15
78817,Overcast,16.666666666666668,16.666666666666668,0.96,1013.74
78819,Overcast,17.17777777777778,17.17777777777778,0.93,1013.41
78821,Overcast,17.205555555555556,17.205555555555556,0.93,1013.7
78822,Overcast,18.850000000000005,18.850000000000005,0.9,1013.83
78823,Overcast,19.96111111111112,19.96111111111112,0.78,1014.13
78824,Overcast,21.944444444444443,21.944444444444443,0.67,1014.06
78825,Mostly Cloudy,22.600000000000005,22.600000000000005,0.58,1014.04
78826,Mostly Cloudy,22.116666666666667,22.116666666666667,0.65,1014.31
78827,Overcast,21.77777777777778,21.77777777777778,0.62,1014.41
78829,Overcast,20.055555555555557,20.055555555555557,0.63,1013.98
78830,Overcast,19.105555555555554,19.105555555555554,0.81,1013.88
78833,Overcast,17.17777777777778,17.17777777777778,0.86,1013.86
78836,Overcast,16.75,16.75,0.87,1014.48
78837,Overcast,16.644444444444446,16.644444444444446,0.87,1014.62
78842,Overcast,16.122222222222224,16.122222222222224,0.96,1013.94
78845,Overcast,17.105555555555554,17.105555555555554,0.93,1014.44
78846,Overcast,17.82777777777778,17.82777777777778,0.96,1014.63
78848,Overcast,19.994444444444444,19.994444444444444,0.83,1015.11
78849,Overcast,21.05,21.05,0.78,1015.14
78855,Mostly Cloudy,21.06666666666667,21.06666666666667,0.68,1014.54
78857,Mostly Cloudy,18.038888888888888,18.038888888888888,0.95,1015.15
78858,Overcast,17.783333333333335,17.783333333333335,0.9,1015.72
78861,Overcast,17.200000000000003,17.200000000000003,0.93,1015.65
78862,Overcast,17.155555555555555,17.155555555555555,0.93,1015.74
78863,Mostly Cloudy,16.688888888888886,16.688888888888886,0.96,1015.56
78865,Overcast,16.549999999999997,16.549999999999997,0.97,1015.64
78867,Mostly Cloudy,17.01111111111111,17.01111111111111,0.93,1015.55
78871,Mostly Cloudy,23.71111111111112,23.71111111111112,0.66,1016.84
78872,Mostly Cloudy,24.377777777777776,24.377777777777776,0.63,1016.78
78873,Partly Cloudy,25.977777777777774,25.977777777777774,0.48,1016.74
78874,Partly Cloudy,26.04444444444444,26.04444444444444,0.44,1016.43
78875,Partly Cloudy,26.877777777777776,27.00555555555556,0.45,1016.11
78876,Partly Cloudy,27.2,27.23333333333333,0.44,1015.63
78883,Partly Cloudy,18.194444444444443,18.194444444444443,0.84,1017.03
78886,Partly Cloudy,14.955555555555556,14.955555555555556,0.93,1016.75
78887,Clear,14.705555555555556,14.705555555555556,0.93,1016.97
78888,Clear,14.355555555555558,14.355555555555558,0.93,1016.84
78889,Clear,13.333333333333334,13.333333333333334,0.95,1016.81
78890,Clear,13.16111111111111,13.16111111111111,0.96,1016.51
78891,Clear,12.22222222222222,12.22222222222222,1.0,1016.52
78892,Partly Cloudy,14.844444444444443,14.844444444444443,0.93,1016.63
78898,Partly Cloudy,27.127777777777776,27.355555555555554,0.47,1016.21
78902,Partly Cloudy,27.16666666666667,27.027777777777786,0.41,1014.36
78903,Partly Cloudy,26.11111111111111,26.11111111111111,0.47,1014.2
78904,Partly Cloudy,21.22777777777777,21.22777777777777,0.72,1014.11
78908,Clear,16.766666666666666,16.766666666666666,0.93,1015.18
78909,Overcast,11.016666666666666,11.016666666666666,0.71,1004.56
78911,Overcast,9.872222222222224,7.016666666666668,0.64,1006.28
78913,Overcast,8.305555555555557,5.605555555555558,0.67,1007.65
78917,Mostly Cloudy,7.88888888888889,5.899999999999999,0.69,1010.08
78918,Mostly Cloudy,9.949999999999998,6.661111111111112,0.6,1010.21
78926,Mostly Cloudy,9.961111111111112,7.07222222222222,0.36,1011.33
78932,Mostly Cloudy,4.249999999999999,0.2166666666666669,0.69,1015.35
78933,Clear,3.75,2.1722222222222203,0.6,1029.45
78934,Clear,2.155555555555557,2.155555555555557,0.7,1029.56
78936,Clear,1.6055555555555558,-0.2722222222222213,0.65,1029.54
78940,Partly Cloudy,2.505555555555554,2.505555555555554,0.71,1029.64
78943,Partly Cloudy,13.961111111111112,13.961111111111112,0.27,1029.69
78944,Partly Cloudy,15.938888888888888,15.938888888888888,0.24,1029.52
78945,Mostly Cloudy,17.22222222222222,17.22222222222222,0.24,1029.18
78949,Partly Cloudy,18.93333333333333,18.93333333333333,0.19,1026.36
78952,Partly Cloudy,15.088888888888889,15.088888888888889,0.35,1024.98
78953,Partly Cloudy,12.555555555555555,12.555555555555555,0.41,1025.09
78955,Clear,9.383333333333333,7.733333333333334,0.5,1025.37
78956,Clear,9.038888888888891,6.949999999999999,0.51,1025.25
78957,Clear,8.272222222222222,5.966666666666668,0.5,1025.09
78958,Clear,7.688888888888891,5.738888888888888,0.52,1025.09
78960,Clear,6.022222222222224,3.2166666666666663,0.61,1024.18
78961,Clear,6.411111111111111,4.2444444444444445,0.59,1023.99
78962,Clear,5.3666666666666645,2.577777777777778,0.64,1023.75
78964,Partly Cloudy,6.949999999999999,4.61111111111111,0.61,1023.91
78965,Partly Cloudy,8.677777777777777,6.3166666666666655,0.57,1024.04
78966,Partly Cloudy,12.155555555555557,12.155555555555557,0.5,1023.79
78967,Partly Cloudy,15.038888888888888,15.038888888888888,0.42,1023.68
78968,Partly Cloudy,17.716666666666665,17.716666666666665,0.37,1023.62
78970,Partly Cloudy,21.08333333333333,21.08333333333333,0.29,1022.46
78974,Mostly Cloudy,22.15555555555555,22.15555555555555,0.28,1020.2
78977,Partly Cloudy,15.45,15.45,0.45,1020.55
78983,Mostly Cloudy,10.122222222222222,10.122222222222222,0.71,1022.69
78984,Mostly Cloudy,9.86111111111111,8.988888888888889,0.68,1022.49
78987,Mostly Cloudy,7.377777777777778,6.738888888888891,0.79,1023.99
78991,Mostly Cloudy,18.84444444444445,18.84444444444445,0.43,1026.24
78992,Partly Cloudy,20.677777777777777,20.677777777777777,0.4,1026.31
78995,Partly Cloudy,22.633333333333333,22.633333333333333,0.33,1025.78
79000,Mostly Cloudy,19.87777777777778,19.87777777777778,0.4,1024.86
79009,Partly Cloudy,8.594444444444443,6.738888888888891,0.75,1026.16
79015,Partly Cloudy,19.88333333333334,19.88333333333334,0.36,1025.82
79023,Mostly Cloudy,22.127777777777776,22.127777777777776,0.28,1021.69
79025,Overcast,16.288888888888888,16.288888888888888,0.53,1022.9
79026,Overcast,15.02222222222222,15.02222222222222,0.66,1023.5
79030,Overcast,12.755555555555556,12.755555555555556,0.61,1024.74
79031,Overcast,12.211111111111109,12.211111111111109,0.56,1024.63
79033,Overcast,11.016666666666666,11.016666666666666,0.44,1025.1
79035,Mostly Cloudy,7.699999999999999,4.8388888888888895,0.53,1026.1
79037,Mostly Cloudy,10.82222222222222,10.82222222222222,0.44,1027.58
79041,Mostly Cloudy,14.883333333333333,14.883333333333333,0.29,1027.36
79042,Mostly Cloudy,14.97222222222222,14.97222222222222,0.25,1026.93
79043,Mostly Cloudy,14.5,14.5,0.27,1026.22
79046,Mostly Cloudy,15.055555555555555,15.055555555555555,0.26,1023.88
79048,Mostly Cloudy,12.838888888888889,12.838888888888889,0.34,1023.82
79049,Mostly Cloudy,9.494444444444447,8.055555555555555,0.44,1024.06
79053,Partly Cloudy,7.188888888888887,7.188888888888887,0.6,1024.33
79055,Partly Cloudy,5.505555555555554,4.27777777777778,0.63,1023.89
79056,Mostly Cloudy,7.23888888888889,7.23888888888889,0.63,1023.32
79059,Mostly Cloudy,7.138888888888889,6.544444444444445,0.71,1022.89
79060,Mostly Cloudy,8.744444444444447,8.383333333333335,0.66,1022.61
79065,Mostly Cloudy,21.18333333333333,21.18333333333333,0.3,1021.27
79066,Mostly Cloudy,22.28888888888889,22.28888888888889,0.33,1020.56
79073,Mostly Cloudy,16.633333333333333,16.633333333333333,0.47,1017.27
79074,Mostly Cloudy,15.18888888888889,15.18888888888889,0.54,1017.64
79076,Partly Cloudy,13.11111111111111,13.11111111111111,0.63,1017.35
79081,Partly Cloudy,9.31666666666667,7.727777777777776,0.69,1016.19
79083,Partly Cloudy,8.68888888888889,6.516666666666665,0.72,1015.58
79084,Partly Cloudy,11.02777777777778,11.02777777777778,0.66,1015.58
79085,Mostly Cloudy,13.766666666666667,13.766666666666667,0.6,1015.77
79090,Partly Cloudy,25.022222222222226,25.022222222222226,0.28,1014.57
79091,Partly Cloudy,25.85555555555556,25.85555555555556,0.25,1014.1
79092,Mostly Cloudy,26.20555555555556,26.20555555555556,0.22,1012.98
79095,Mostly Cloudy,24.07222222222222,24.07222222222222,0.26,1011.37
79098,Mostly Cloudy,17.922222222222224,17.922222222222224,0.4,1011.96
79099,Overcast,17.366666666666664,17.366666666666664,0.45,1011.97
79100,Mostly Cloudy,15.56111111111111,15.56111111111111,0.54,1012.25
79101,Mostly Cloudy,17.82777777777778,17.82777777777778,0.4,1012.09
79105,Mostly Cloudy,15.97222222222222,15.97222222222222,0.43,1011.69
79110,Mostly Cloudy,18.81666666666667,18.81666666666667,0.4,1011.29
79112,Mostly Cloudy,21.977777777777774,21.977777777777774,0.34,1011.2
79119,Overcast,17.194444444444443,17.194444444444443,0.49,1010.44
79120,Overcast,17.127777777777776,17.127777777777776,0.53,1009.77
79123,Overcast,12.755555555555556,12.755555555555556,0.9,1010.56
79125,Overcast,12.755555555555556,12.755555555555556,0.93,1009.91
79127,Overcast,12.205555555555556,12.205555555555556,0.94,1010.07
79128,Overcast,11.644444444444446,11.644444444444446,0.96,1010.25
79129,Overcast,11.594444444444443,11.594444444444443,0.96,1010.57
79130,Overcast,11.433333333333332,11.433333333333332,0.88,1010.73
79131,Overcast,10.95,10.95,0.8,1011.3
79132,Overcast,10.92777777777778,10.92777777777778,0.77,1012.3
79134,Overcast,9.97777777777778,8.22777777777778,0.71,1013.29
79135,Overcast,9.97777777777778,8.22777777777778,0.71,1014.28
79137,Overcast,12.133333333333336,12.133333333333336,0.57,1015.74
79138,Overcast,12.105555555555554,12.105555555555554,0.53,1015.86
79139,Overcast,10.305555555555554,10.305555555555554,0.64,1016.46
79140,Overcast,11.11111111111111,11.11111111111111,0.54,1016.55
79143,Overcast,10.050000000000002,10.050000000000002,0.64,1017.05
79145,Overcast,8.877777777777775,6.300000000000002,0.58,1017.77
79147,Mostly Cloudy,7.1000000000000005,4.994444444444445,0.63,1019.51
79151,Partly Cloudy,2.805555555555554,1.0055555555555569,0.87,1021.66
79153,Clear,0.5777777777777773,-1.4111111111111103,0.91,1021.55
79154,Clear,0.6722222222222227,-1.277777777777778,0.87,1021.57
79155,Partly Cloudy,-0.0722222222222216,-0.0722222222222216,0.85,1021.84
79156,Partly Cloudy,2.116666666666668,2.116666666666668,0.79,1022.33
79158,Partly Cloudy,7.200000000000001,7.200000000000001,0.7,1022.72
79171,Clear,5.472222222222223,5.472222222222223,0.7,1020.82
79172,Clear,4.433333333333332,4.433333333333332,0.75,1020.87
79181,Partly Cloudy,5.938888888888887,1.3944444444444433,0.54,1016.69
79191,Overcast,11.083333333333336,11.083333333333336,0.35,1006.94
79192,Overcast,10.988888888888887,10.988888888888887,0.36,1006.33
79195,Overcast,6.477777777777776,2.1388888888888897,0.73,1009.35
79197,Clear,3.733333333333333,3.733333333333333,0.79,1020.84
79198,Clear,3.3222222222222206,3.3222222222222206,0.79,1021.02
79199,Clear,2.9055555555555537,2.9055555555555537,0.78,1020.67
79200,Clear,2.6,0.8055555555555571,0.74,1020.23
79201,Partly Cloudy,2.0944444444444463,0.2222222222222214,0.76,1019.73
79202,Clear,1.8444444444444448,-0.0166666666666672,0.75,1019.22
79208,Partly Cloudy,14.844444444444443,14.844444444444443,0.38,1016.93
79217,Mostly Cloudy,13.983333333333334,13.983333333333334,0.38,1014.32
79218,Mostly Cloudy,11.294444444444444,11.294444444444444,0.49,1015.07
79219,Mostly Cloudy,12.266666666666666,12.266666666666666,0.45,1015.77
79220,Mostly Cloudy,11.666666666666666,11.666666666666666,0.45,1016.82
79221,Mostly Cloudy,9.43888888888889,8.77222222222222,0.58,1017.64
79226,Mostly Cloudy,3.377777777777777,1.9055555555555557,0.83,1019.75
79242,Mostly Cloudy,12.711111111111112,12.711111111111112,0.49,1018.64
79243,Mostly Cloudy,12.47777777777778,12.47777777777778,0.52,1019.11
79255,Partly Cloudy,14.949999999999998,14.949999999999998,0.42,1020.77
79258,Partly Cloudy,17.727777777777774,17.727777777777774,0.3,1021.52
79261,Partly Cloudy,18.83888888888889,18.83888888888889,0.26,1020.61
79262,Partly Cloudy,17.800000000000004,17.800000000000004,0.28,1020.64
79266,Partly Cloudy,10.027777777777777,10.027777777777777,0.58,1021.39
79271,Partly Cloudy,7.883333333333332,6.050000000000001,0.56,1021.43
79272,Partly Cloudy,4.816666666666667,4.816666666666667,0.67,1021.42
79278,Partly Cloudy,13.961111111111112,13.961111111111112,0.39,1021.16
79280,Partly Cloudy,17.233333333333334,17.233333333333334,0.33,1020.79
79283,Partly Cloudy,20.86111111111111,20.86111111111111,0.25,1018.91
79285,Partly Cloudy,21.15555555555555,21.15555555555555,0.2,1017.36
79286,Mostly Cloudy,20.98888888888889,20.98888888888889,0.21,1016.74
79287,Mostly Cloudy,17.977777777777778,17.977777777777778,0.28,1016.66
79289,Mostly Cloudy,15.055555555555555,15.055555555555555,0.35,1016.39
79290,Mostly Cloudy,12.733333333333334,12.733333333333334,0.42,1016.76
79293,Partly Cloudy,9.944444444444445,9.344444444444443,0.51,1016.8
79294,Partly Cloudy,7.311111111111109,7.311111111111109,0.63,1016.9
79297,Mostly Cloudy,8.900000000000002,8.194444444444445,0.57,1016.18
79307,Mostly Cloudy,22.23333333333333,22.23333333333333,0.28,1015.86
79310,Mostly Cloudy,21.12222222222222,21.12222222222222,0.35,1014.98
79311,Mostly Cloudy,21.088888888888885,21.088888888888885,0.35,1014.62
79312,Mostly Cloudy,20.0,20.0,0.4,1014.42
79313,Mostly Cloudy,16.35,16.35,0.55,1014.84
79317,Partly Cloudy,10.47222222222222,10.47222222222222,0.77,1016.32
79318,Mostly Cloudy,10.32777777777778,10.32777777777778,0.72,1016.43
79325,Partly Cloudy,12.77777777777778,12.77777777777778,0.78,1017.67
79326,Partly Cloudy,16.116666666666664,16.116666666666664,0.62,1017.8
79334,Partly Cloudy,22.62777777777778,22.62777777777778,0.34,1013.64
79336,Partly Cloudy,20.022222222222226,20.022222222222226,0.4,1013.17
79337,Partly Cloudy,16.616666666666664,16.616666666666664,0.5,1013.54
79339,Clear,14.216666666666669,14.216666666666669,0.65,1014.08
79341,Partly Cloudy,10.488888888888887,10.488888888888887,0.8,1013.98
79346,Partly Cloudy,8.872222222222222,8.133333333333333,0.84,1013.02
79348,Mostly Cloudy,12.105555555555554,12.105555555555554,0.74,1013.18
79355,Mostly Cloudy,22.78333333333333,22.78333333333333,0.38,1010.92
79358,Mostly Cloudy,22.83333333333333,22.83333333333333,0.37,1009.21
79363,Clear,13.311111111111112,13.311111111111112,0.69,1010.01
79364,Clear,13.566666666666668,13.566666666666668,0.71,1010.28
79365,Clear,12.066666666666666,12.066666666666666,0.75,1010.4
79366,Clear,11.555555555555554,11.555555555555554,0.8,1010.4
79368,Partly Cloudy,11.016666666666666,11.016666666666666,0.81,1010.3
79371,Mostly Cloudy,10.999999999999998,10.999999999999998,0.81,1010.37
79373,Mostly Cloudy,16.866666666666667,16.866666666666667,0.69,1010.86
79375,Mostly Cloudy,22.15555555555555,22.15555555555555,0.43,1010.55
79377,Mostly Cloudy,23.35555555555556,23.35555555555556,0.37,1009.83
79379,Mostly Cloudy,24.922222222222224,24.922222222222224,0.35,1008.87
79383,Mostly Cloudy,22.872222222222224,22.872222222222224,0.43,1006.36
79387,Mostly Cloudy,18.572222222222223,18.572222222222223,0.55,1005.78
79391,Mostly Cloudy,16.094444444444445,16.094444444444445,0.65,1004.62
79392,Mostly Cloudy,15.372222222222224,15.372222222222224,0.68,1004.18
79394,Overcast,15.45,15.45,0.63,1004.18
79396,Overcast,14.86111111111111,14.86111111111111,0.68,1004.27
79397,Overcast,15.977777777777776,15.977777777777776,0.64,1004.37
79400,Mostly Cloudy,20.90555555555555,20.90555555555555,0.48,1004.25
79401,Mostly Cloudy,21.088888888888885,21.088888888888885,0.48,1004.11
79409,Overcast,15.377777777777778,15.377777777777778,0.75,1005.01
79410,Mostly Cloudy,14.905555555555551,14.905555555555551,0.78,1005.89
79414,Overcast,8.838888888888887,5.405555555555554,0.88,1010.29
79415,Overcast,7.861111111111111,4.05,0.86,1010.64
79417,Overcast,7.777777777777778,3.7944444444444434,0.83,1010.9
79427,Overcast,10.983333333333336,10.983333333333336,0.78,1019.03
79428,Overcast,11.355555555555554,11.355555555555554,0.75,1019.08
79431,Mostly Cloudy,12.422222222222222,12.422222222222222,0.7,1019.07
79432,Mostly Cloudy,12.82222222222222,12.82222222222222,0.68,1018.99
79433,Mostly Cloudy,10.994444444444444,10.994444444444444,0.77,1019.15
79434,Partly Cloudy,7.922222222222221,7.922222222222221,0.95,1019.89
79437,Overcast,4.372222222222221,-0.5777777777777773,0.67,1012.13
79455,Partly Cloudy,7.844444444444444,3.883333333333335,0.52,1016.14
79456,Partly Cloudy,7.244444444444444,4.188888888888888,0.49,1016.54
79457,Partly Cloudy,4.188888888888888,1.3277777777777782,0.62,1016.97
79459,Clear,2.105555555555555,-1.0166666666666655,0.69,1017.62
79460,Clear,1.6277777777777775,-1.3555555555555563,0.72,1017.75
79471,Mostly Cloudy,14.927777777777775,14.927777777777775,0.47,1019.21
79472,Mostly Cloudy,14.97222222222222,14.97222222222222,0.43,1018.9
79474,Mostly Cloudy,17.194444444444443,17.194444444444443,0.34,1017.89
79476,Mostly Cloudy,17.82222222222222,17.82222222222222,0.35,1016.42
79477,Mostly Cloudy,17.800000000000004,17.800000000000004,0.35,1015.8
79478,Mostly Cloudy,17.805555555555557,17.805555555555557,0.36,1015.53
79479,Mostly Cloudy,17.755555555555556,17.755555555555556,0.34,1015.59
79483,Overcast,12.244444444444444,12.244444444444444,0.72,1015.8
79485,Clear,0.8333333333333334,-2.555555555555556,0.73,1017.42
79486,Clear,-0.5222222222222229,-4.2444444444444445,0.78,1017.32
79491,Mostly Cloudy,-0.127777777777778,-3.188888888888888,0.82,1015.93
79492,Mostly Cloudy,0.7722222222222226,0.7722222222222226,0.76,1015.93
79493,Mostly Cloudy,2.5333333333333345,2.5333333333333345,0.7,1015.97
79498,Mostly Cloudy,11.06111111111111,11.06111111111111,0.34,1014.18
79499,Overcast,11.97222222222222,11.97222222222222,0.27,1013.52
79503,Overcast,10.0,9.17777777777778,0.41,1012.2
79504,Overcast,9.883333333333333,9.883333333333333,0.37,1012.21
79505,Overcast,7.972222222222222,7.116666666666668,0.47,1012.38
79510,Overcast,6.038888888888888,6.038888888888888,0.65,1012.43
79511,Mostly Cloudy,5.555555555555555,5.555555555555555,0.66,1012.12
79512,Overcast,5.411111111111112,4.133333333333332,0.68,1012.06
79515,Mostly Cloudy,2.727777777777776,-0.0111111111111108,0.82,1012.55
79516,Mostly Cloudy,3.7722222222222217,1.0055555555555569,0.82,1012.97
79520,Partly Cloudy,9.86111111111111,6.861111111111112,0.5,1013.82
79521,Mostly Cloudy,9.972222222222223,7.033333333333331,0.49,1013.96
79524,Mostly Cloudy,11.016666666666666,11.016666666666666,0.38,1014.2
79525,Mostly Cloudy,11.016666666666666,11.016666666666666,0.32,1013.99
79526,Mostly Cloudy,10.92222222222222,10.92222222222222,0.32,1013.9
79534,Mostly Cloudy,3.7722222222222217,-0.0444444444444434,0.55,1016.91
79538,Partly Cloudy,1.4499999999999995,-2.838888888888889,0.7,1016.69
79543,Mostly Cloudy,7.222222222222222,3.238888888888888,0.51,1017.3
79545,Mostly Cloudy,9.86111111111111,6.672222222222221,0.34,1016.9
79546,Mostly Cloudy,9.86111111111111,6.5388888888888905,0.34,1016.6
79547,Mostly Cloudy,10.68888888888889,10.68888888888889,0.33,1016.42
79548,Mostly Cloudy,10.95,10.95,0.32,1016.02
79550,Mostly Cloudy,9.8,6.7444444444444445,0.34,1016.13
79555,Overcast,7.061111111111112,2.92777777777778,0.49,1018.72
79558,Overcast,3.911111111111111,-0.8444444444444442,0.8,1019.73
79560,Overcast,4.905555555555555,0.127777777777776,0.69,1019.96
79561,Overcast,4.400000000000001,-0.2444444444444451,0.72,1020.25
79576,Mostly Cloudy,7.844444444444444,4.677777777777779,0.46,1023.87
79577,Partly Cloudy,6.333333333333332,4.133333333333332,0.53,1024.31
79578,Mostly Cloudy,5.133333333333335,2.2777777777777786,0.56,1024.86
79585,Partly Cloudy,0.1166666666666671,-2.0222222222222226,0.75,1024.36
79587,Partly Cloudy,1.183333333333335,-2.111111111111112,0.75,1023.85
79591,Overcast,8.916666666666664,6.91111111111111,0.54,1023.75
79598,Mostly Cloudy,12.094444444444449,12.094444444444449,0.47,1024.03
79601,Partly Cloudy,7.566666666666666,5.999999999999998,0.64,1025.42
79603,Partly Cloudy,4.505555555555556,3.0333333333333337,0.73,1026.72
79606,Mostly Cloudy,4.43888888888889,1.7777777777777797,0.76,1027.25
79613,Mostly Cloudy,7.172222222222221,4.422222222222223,0.71,1028.9
79614,Mostly Cloudy,10.011111111111113,10.011111111111113,0.58,1029.17
79618,Partly Cloudy,14.97777777777778,14.97777777777778,0.36,1029.18
79623,Partly Cloudy,15.044444444444444,15.044444444444444,0.3,1027.87
79628,Partly Cloudy,5.916666666666666,4.761111111111111,0.53,1029.62
79629,Clear,12.783333333333331,12.783333333333331,0.89,1017.72
79630,Clear,12.761111111111113,12.761111111111113,0.92,1018.11
79631,Clear,11.633333333333333,11.633333333333333,0.92,1018.11
79632,Clear,10.555555555555555,10.555555555555555,0.95,1018.02
79633,Clear,10.027777777777777,10.027777777777777,0.92,1017.82
79634,Clear,9.8,9.8,0.95,1018.12
79636,Partly Cloudy,15.82222222222222,15.82222222222222,0.78,1018.35
79637,Partly Cloudy,17.805555555555557,17.805555555555557,0.64,1018.27
79641,Partly Cloudy,25.11666666666666,25.11666666666666,0.33,1018.39
79643,Partly Cloudy,27.27777777777777,26.50555555555555,0.28,1017.72
79647,Partly Cloudy,28.311111111111103,27.31666666666667,0.3,1016.0
79648,Partly Cloudy,25.09444444444445,25.09444444444445,0.39,1015.99
79650,Partly Cloudy,17.36111111111111,17.36111111111111,0.74,1016.22
79651,Partly Cloudy,17.22222222222222,17.22222222222222,0.78,1016.83
79652,Partly Cloudy,16.67777777777778,16.67777777777778,0.8,1017.18
79659,Partly Cloudy,17.711111111111112,17.711111111111112,0.84,1015.43
79660,Partly Cloudy,21.977777777777774,21.977777777777774,0.69,1015.03
